player_name,position,team,age_at_signing,start_year,end_year,contract_years,total_value_raw,aav_raw,aav,stat_season,mp_id,match_method,is_goalie,playerId,season,name,team_mp,position_mp,games_played,icetime,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_xGoals,I_F_highDangerGoals,I_F_highDangerShots,I_F_shotsOnGoal,I_F_rebounds,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_dZoneGiveaways,penaltiesDrawn,penalties,shotsBlockedByPlayer,faceoffsWon,faceoffsLost,OnIce_F_xGoals,OnIce_A_xGoals,OnIce_F_shotAttempts,OnIce_A_shotAttempts,OnIce_F_highDangerShots,OnIce_A_highDangerShots,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,ev_icetime,ev_I_F_goals,ev_I_F_primaryAssists,ev_I_F_secondaryAssists,ev_I_F_xGoals,ev_OnIce_F_xGoals,ev_OnIce_A_xGoals,ev_OnIce_F_shotAttempts,ev_OnIce_A_shotAttempts,pp_icetime,pp_I_F_goals,pp_I_F_primaryAssists,pp_I_F_secondaryAssists,pp_I_F_xGoals,pp_OnIce_F_xGoals,pp_OnIce_A_xGoals,pp_OnIce_F_shotAttempts,pp_OnIce_A_shotAttempts,sh_icetime,sh_I_F_goals,sh_I_F_primaryAssists,sh_I_F_secondaryAssists,sh_I_F_xGoals,sh_OnIce_F_xGoals,sh_OnIce_A_xGoals,sh_OnIce_F_shotAttempts,sh_OnIce_A_shotAttempts,ongoal,goals,xGoals,flurryAdjustedxGoals,highDangerShots,highDangerGoals,highDangerxGoals,mediumDangerShots,mediumDangerGoals,mediumDangerxGoals,lowDangerShots,lowDangerGoals,lowDangerxGoals,unblocked_shot_attempts
Lane Hutson,D,MTL                  MTL,21.0,2026,2033,8,"$70,800,000","$8,850,000",8850000.0,2024,8483457,exact,False,8483457,2024,Lane Hutson,MTL,D,82.0,111847.0,58.75,0.54,0.41,0.56,0.41,6.0,25.0,35.0,6.3,0.0,4.0,90.0,9.0,40.0,56.0,109.0,57.0,15.0,18.0,123.0,0.0,0.0,109.23,92.86,2048.0,1640.0,111.0,104.0,311.0,113.0,317.0,92402.0,5.0,11.0,17.0,4.07,74.14,71.89,1552.0,1487.0,13021.0,1.0,9.0,11.0,1.1,23.04,2.19,341.0,32.0,1045.0,0.0,0.0,0.0,0.0,0.09,2.42,5.0,28.0,,,,,,,,,,,,,,
Timo Meier,LW,NJD                  NJD,26.0,2023,2030,8,"$70,400,000","$8,800,000",8800000.0,2022,8478414,exact,False,8478414,2022,Timo Meier,NJD,R,78.0,90737.0,85.85,0.59,0.48,0.6,0.45,40.0,17.0,9.0,38.86,11.0,41.0,328.0,37.0,154.0,58.0,65.0,13.0,28.0,21.0,37.0,21.0,36.0,112.4,76.59,1845.0,1248.0,128.0,79.0,351.0,135.0,307.0,72472.0,22.0,9.0,5.0,24.65,68.19,51.81,1313.0,1083.0,12884.0,13.0,5.0,1.0,8.86,26.64,3.4,381.0,47.0,567.0,0.0,0.0,0.0,0.01,0.02,0.08,2.0,3.0,,,,,,,,,,,,,,
Travis Konecny,C,PHI                  PHI,27.0,2025,2032,8,"$70,000,000","$8,750,000",8750000.0,2024,8478439,exact,False,8478439,2024,Travis Konecny,PHI,R,82.0,101366.0,61.48,0.54,0.49,0.52,0.46,24.0,35.0,17.0,24.74,9.0,28.0,188.0,17.0,94.0,26.0,96.0,23.0,26.0,25.0,42.0,39.0,61.0,104.21,88.34,1756.0,1638.0,126.0,92.0,372.0,193.0,281.0,76477.0,8.0,20.0,13.0,11.11,54.85,52.38,1193.0,1287.0,13025.0,6.0,3.0,4.0,5.77,22.09,5.06,320.0,71.0,5871.0,1.0,2.0,0.0,1.31,3.11,9.77,37.0,150.0,,,,,,,,,,,,,,
Dylan Larkin,C,DET                  DET,26.0,2023,2030,8,"$69,600,000","$8,700,000",8700000.0,2022,8477946,exact,False,8477946,2022,Dylan Larkin,DET,C,80.0,93867.0,71.84,0.54,0.44,0.54,0.44,32.0,24.0,23.0,27.39,14.0,26.0,244.0,25.0,47.0,56.0,47.0,14.0,23.0,17.0,27.0,737.0,618.0,101.19,84.64,1672.0,1428.0,110.0,98.0,332.0,265.0,291.0,64101.0,9.0,16.0,7.0,9.66,44.93,46.13,984.0,1012.0,15839.0,15.0,5.0,9.0,10.76,33.19,3.33,480.0,64.0,8146.0,1.0,0.0,0.0,1.24,1.99,21.01,38.0,236.0,,,,,,,,,,,,,,
Sam Reinhart,C,FLA                  FLA,28.0,2024,2031,8,"$69,000,000","$8,625,000",8625000.0,2023,8477933,exact,False,8477933,2023,Sam Reinhart,FLA,C,82.0,99875.0,106.15,0.66,0.51,0.62,0.53,57.0,22.0,15.0,44.25,27.0,58.0,233.0,38.0,78.0,40.0,35.0,10.0,11.0,13.0,66.0,234.0,296.0,139.69,73.5,2145.0,1341.0,178.0,90.0,411.0,324.0,335.0,65337.0,20.0,14.0,7.0,13.91,49.66,34.63,1222.0,899.0,17621.0,24.0,3.0,3.0,20.42,61.38,3.85,640.0,67.0,10312.0,4.0,0.0,0.0,1.83,4.25,19.22,66.0,243.0,,,,,,,,,,,,,,
Brock Faber,D,MIN                  MIN,21.0,2025,2032,8,"$68,000,000","$8,500,000",8500000.0,2024,8482122,exact,False,8482122,2024,Brock Faber,MIN,D,78.0,119457.0,22.5,0.48,0.52,0.46,0.49,10.0,6.0,13.0,6.39,2.0,4.0,124.0,18.0,36.0,29.0,109.0,61.0,8.0,12.0,115.0,0.0,0.0,100.0,108.06,1856.0,2154.0,108.0,116.0,245.0,286.0,374.0,94693.0,7.0,1.0,7.0,4.6,59.24,66.33,1433.0,1643.0,10088.0,2.0,3.0,4.0,1.43,23.16,1.75,282.0,44.0,9111.0,0.0,0.0,1.0,0.01,1.68,21.31,27.0,294.0,,,,,,,,,,,,,,
Pierre-Luc Dubois,C,WAS                  WAS,25.0,2023,2030,8,"$68,000,000","$8,500,000",8500000.0,2022,8479400,exact,False,8479400,2022,Pierre-Luc Dubois,WPG,L,73.0,80819.0,66.35,0.6,0.48,0.6,0.48,27.0,18.0,18.0,29.91,8.0,35.0,205.0,24.0,71.0,40.0,47.0,25.0,38.0,37.0,47.0,483.0,505.0,100.58,67.86,1617.0,1086.0,106.0,73.0,388.0,160.0,231.0,61543.0,13.0,8.0,10.0,16.2,49.09,44.35,1002.0,925.0,14651.0,9.0,5.0,6.0,9.43,33.18,4.32,456.0,69.0,232.0,0.0,0.0,0.0,0.26,0.26,0.21,1.0,5.0,,,,,,,,,,,,,,
Bo Horvat,C,NYI                  NYI,27.0,2023,2030,8,"$68,000,000","$8,500,000",8500000.0,2022,8477500,exact,False,8477500,2022,Bo Horvat,NYI,C,79.0,97900.0,74.44,0.54,0.46,0.56,0.47,38.0,20.0,12.0,29.06,10.0,35.0,229.0,20.0,57.0,38.0,37.0,12.0,20.0,9.0,55.0,958.0,727.0,104.81,89.24,1858.0,1461.0,117.0,106.0,339.0,319.0,294.0,70385.0,19.0,13.0,6.0,16.18,52.35,53.66,1133.0,1098.0,15754.0,10.0,4.0,5.0,6.65,31.14,5.34,503.0,59.0,6604.0,2.0,1.0,0.0,0.76,2.42,13.76,30.0,203.0,,,,,,,,,,,,,,
Mikhail Sergachev,D,UTA                  UTA,24.0,2023,2030,8,"$68,000,000","$8,500,000",8500000.0,2022,8479410,exact,False,8479410,2022,Mikhail Sergachev,TBL,D,79.0,112864.0,66.7,0.54,0.5,0.52,0.51,10.0,28.0,26.0,7.27,1.0,4.0,156.0,17.0,128.0,55.0,45.0,28.0,13.0,25.0,149.0,0.0,0.0,120.52,100.87,1917.0,1764.0,133.0,103.0,327.0,301.0,310.0,86795.0,7.0,15.0,11.0,5.28,75.75,67.49,1435.0,1315.0,11693.0,3.0,10.0,12.0,1.23,25.25,3.58,332.0,51.0,10182.0,0.0,1.0,0.0,0.1,3.03,20.35,44.0,297.0,,,,,,,,,,,,,,
Filip Forsberg,C,NSH                  NSH,27.0,2022,2029,8,"$68,000,000","$8,500,000",8500000.0,2021,8476887,exact,False,8476887,2021,Filip Forsberg,NSH,L,69.0,74925.0,86.96,0.61,0.43,0.6,0.44,42.0,27.0,15.0,26.94,11.0,24.0,226.0,16.0,112.0,53.0,56.0,14.0,23.0,11.0,48.0,1.0,0.0,93.95,59.76,1478.0,983.0,87.0,62.0,373.0,149.0,247.0,57571.0,26.0,12.0,7.0,17.27,44.96,37.73,933.0,838.0,12368.0,10.0,11.0,5.0,5.42,32.28,5.44,387.0,57.0,77.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,3.0,,,,,,,,,,,,,,
Mika Zibanejad,C,NYR                  NYR,28.0,2022,2029,8,"$68,000,000","$8,500,000",8500000.0,2021,8476459,exact,False,8476459,2021,Mika Zibanejad,NYR,C,81.0,95415.0,74.84,0.61,0.45,0.53,0.45,29.0,33.0,19.0,28.61,15.0,37.0,219.0,16.0,67.0,62.0,58.0,16.0,13.0,6.0,47.0,700.0,638.0,109.52,68.76,1587.0,1388.0,126.0,68.0,283.0,266.0,322.0,67486.0,12.0,18.0,9.0,10.82,43.86,43.02,939.0,1005.0,14058.0,13.0,7.0,5.0,10.74,38.52,2.76,447.0,59.0,8459.0,1.0,2.0,2.0,0.89,2.53,14.46,42.0,217.0,,,,,,,,,,,,,,
Leon Draisaitl,C,EDM                  EDM,21.0,2017,2024,8,"$68,000,000","$8,500,000",8500000.0,2019,8477934,exact,False,8477934,2019,Leon Draisaitl,EDM,C,71.0,96187.0,91.66,0.57,0.44,0.53,0.44,43.0,39.0,27.0,30.47,16.0,31.0,218.0,16.0,27.0,60.0,91.0,25.0,20.0,9.0,19.0,661.0,605.0,109.38,82.68,1649.0,1460.0,131.0,85.0,339.0,222.0,248.0,72459.0,23.0,21.0,13.0,14.36,51.77,53.07,1080.0,1152.0,15255.0,13.0,16.0,11.0,9.75,41.03,4.35,452.0,72.0,3113.0,0.0,0.0,0.0,0.05,0.28,3.92,5.0,92.0,,,,,,,,,,,,,,
Roope Hintz,LW,DAL                  DAL,26.0,2023,2030,8,"$67,600,000","$8,450,000",8450000.0,2022,8478449,exact,False,8478449,2022,Roope Hintz,DAL,C,73.0,76903.0,81.34,0.67,0.49,0.61,0.48,37.0,24.0,14.0,28.69,11.0,34.0,184.0,16.0,47.0,26.0,38.0,12.0,16.0,15.0,45.0,249.0,230.0,108.87,54.07,1618.0,1032.0,125.0,58.0,338.0,157.0,270.0,57229.0,21.0,16.0,6.0,16.18,50.19,36.64,1017.0,841.0,12556.0,8.0,5.0,7.0,5.36,40.33,4.09,443.0,55.0,3691.0,3.0,0.0,0.0,1.23,2.01,4.55,23.0,65.0,,,,,,,,,,,,,,
Miro Heiskanen,D,DAL                  DAL,21.0,2021,2028,8,"$67,600,000","$8,450,000",8450000.0,2020,8480036,exact,False,8480036,2020,Miro Heiskanen,DAL,D,55.0,82396.0,34.58,0.52,0.52,0.54,0.51,8.0,8.0,11.0,7.71,5.0,6.0,121.0,5.0,47.0,16.0,48.0,30.0,16.0,6.0,52.0,0.0,0.0,63.16,58.68,1323.0,1115.0,47.0,55.0,242.0,222.0,246.0,65537.0,4.0,3.0,6.0,3.95,39.28,32.96,968.0,875.0,8536.0,3.0,3.0,3.0,2.15,14.62,1.45,229.0,34.0,5133.0,0.0,0.0,0.0,0.03,1.01,9.32,19.0,130.0,,,,,,,,,,,,,,
Tim Stützle,C,OTT                  OTT,20.0,2023,2030,8,"$66,800,000","$8,350,000",8350000.0,2022,8482116,exact,False,8482116,2022,Tim Sttzle,OTT,L,78.0,99520.0,94.18,0.59,0.46,0.59,0.47,39.0,30.0,21.0,32.58,15.0,33.0,228.0,21.0,114.0,61.0,62.0,27.0,35.0,27.0,49.0,202.0,284.0,132.06,91.51,2089.0,1424.0,137.0,106.0,439.0,188.0,376.0,71143.0,21.0,15.0,11.0,17.35,67.49,56.4,1338.0,1086.0,17322.0,10.0,7.0,9.0,8.59,38.96,7.63,546.0,97.0,5535.0,3.0,0.0,0.0,0.7,1.55,11.73,32.0,136.0,,,,,,,,,,,,,,
Adam Fox,D,NYR                  NYR,23.0,2022,2028,7,"$66,500,000","$9,500,000",9500000.0,2021,8479323,exact,False,8479323,2021,Adam Fox,NYR,D,78.0,111886.0,67.65,0.58,0.46,0.52,0.45,11.0,33.0,30.0,7.06,2.0,6.0,158.0,13.0,30.0,78.0,58.0,32.0,18.0,13.0,128.0,0.0,0.0,113.48,82.44,1802.0,1641.0,116.0,84.0,336.0,303.0,308.0,83689.0,8.0,11.0,13.0,3.05,53.76,54.12,1202.0,1213.0,13461.0,0.0,17.0,14.0,2.11,36.91,2.95,418.0,58.0,9571.0,1.0,0.0,1.0,0.21,1.68,18.15,30.0,277.0,,,,,,,,,,,,,,
Tomas Hertl,C,VGK                  VGK,28.0,2022,2029,8,"$65,100,000","$8,137,500",8137500.0,2021,8476881,exact,False,8476881,2021,Tomas Hertl,SJS,C,82.0,98106.0,62.14,0.49,0.45,0.51,0.43,30.0,21.0,13.0,29.02,11.0,37.0,205.0,17.0,105.0,65.0,31.0,10.0,15.0,14.0,57.0,769.0,697.0,89.36,93.13,1670.0,1577.0,89.0,88.0,334.0,322.0,243.0,73698.0,18.0,14.0,7.0,16.0,51.35,54.39,1142.0,1189.0,11648.0,5.0,4.0,5.0,4.92,19.26,4.07,327.0,63.0,7455.0,0.0,1.0,0.0,1.46,1.85,10.97,38.0,199.0,,,,,,,,,,,,,,
Jordan Kyrou,C,STL                  STL,24.0,2023,2030,8,"$65,000,000","$8,125,000",8125000.0,2022,8479385,exact,False,8479385,2022,Jordan Kyrou,STL,C,79.0,85337.0,64.66,0.48,0.42,0.53,0.43,37.0,24.0,12.0,25.9,9.0,20.0,272.0,7.0,14.0,54.0,55.0,11.0,11.0,12.0,35.0,5.0,9.0,75.56,80.61,1412.0,1253.0,62.0,84.0,323.0,146.0,250.0,68303.0,22.0,12.0,8.0,14.96,43.19,56.98,989.0,1110.0,13289.0,11.0,8.0,4.0,8.44,26.0,4.39,318.0,63.0,106.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,4.0,,,,,,,,,,,,,,
Robert Thomas,C,STL                  STL,23.0,2023,2030,8,"$65,000,000","$8,125,000",8125000.0,2022,8480023,exact,False,8480023,2022,Robert Thomas,STL,C,73.0,84724.0,49.96,0.44,0.43,0.5,0.44,18.0,30.0,17.0,13.36,5.0,11.0,106.0,6.0,15.0,67.0,40.0,12.0,14.0,11.0,29.0,646.0,575.0,74.15,92.51,1324.0,1322.0,57.0,106.0,321.0,226.0,244.0,62745.0,9.0,17.0,9.0,7.56,41.08,52.15,893.0,997.0,12682.0,5.0,10.0,7.0,2.84,21.91,4.9,311.0,63.0,5017.0,1.0,0.0,0.0,0.44,1.37,11.27,18.0,154.0,,,,,,,,,,,,,,
Lucas Raymond,RW,DET                  DET,22.0,2024,2031,8,"$64,600,000","$8,075,000",8075000.0,2023,8482078,exact,False,8482078,2023,Lucas Raymond,DET,L,82.0,87346.0,63.36,0.55,0.44,0.55,0.43,31.0,24.0,17.0,21.04,10.0,19.0,163.0,16.0,69.0,48.0,25.0,7.0,38.0,15.0,27.0,4.0,6.0,86.96,71.59,1627.0,1323.0,89.0,76.0,293.0,244.0,326.0,69314.0,17.0,17.0,9.0,11.46,44.1,48.8,1112.0,1146.0,12516.0,5.0,5.0,5.0,4.61,27.45,4.21,374.0,63.0,657.0,0.0,0.0,0.0,0.0,0.03,2.13,2.0,12.0,,,,,,,,,,,,,,
Nick Schmaltz,C,UTA                  UTA,30.0,2026,2033,8,"$64,000,000","$8,000,000",8000000.0,2024,8477951,exact,False,8477951,2024,Nick Schmaltz,UTA,C,82.0,91454.0,67.99,0.61,0.47,0.59,0.49,20.0,21.0,22.0,26.2,8.0,27.0,186.0,22.0,14.0,31.0,93.0,25.0,14.0,7.0,45.0,185.0,191.0,115.2,73.47,1782.0,1249.0,132.0,79.0,396.0,171.0,270.0,69774.0,11.0,9.0,14.0,12.87,58.03,49.36,1209.0,1035.0,15359.0,7.0,8.0,5.0,7.77,35.58,3.24,399.0,64.0,2277.0,0.0,0.0,0.0,0.14,0.31,4.9,5.0,63.0,,,,,,,,,,,,,,
Sam Bennett,C,FLA                  FLA,29.0,2025,2032,8,"$64,000,000","$8,000,000",8000000.0,2024,8477935,exact,False,8477935,2024,Sam Bennett,FLA,C,76.0,79588.0,61.54,0.61,0.52,0.61,0.53,25.0,17.0,9.0,32.86,14.0,43.0,241.0,31.0,145.0,27.0,57.0,21.0,20.0,34.0,45.0,450.0,523.0,104.68,66.76,1735.0,1122.0,145.0,80.0,306.0,135.0,276.0,64289.0,14.0,10.0,6.0,17.96,53.94,47.29,1184.0,997.0,10004.0,7.0,2.0,1.0,8.94,26.63,3.08,333.0,32.0,322.0,0.0,0.0,0.0,0.01,0.03,0.58,4.0,6.0,,,,,,,,,,,,,,
Jake Sanderson,D,OTT                  OTT,21.0,2024,2031,8,"$64,000,000","$8,000,000",8000000.0,2023,8482105,exact,False,8482105,2023,Jake Sanderson,OTT,D,79.0,110055.0,52.11,0.51,0.5,0.53,0.51,10.0,12.0,16.0,6.98,0.0,3.0,158.0,11.0,49.0,34.0,82.0,56.0,7.0,10.0,139.0,1.0,0.0,95.84,91.06,1939.0,1748.0,110.0,105.0,295.0,357.0,376.0,78066.0,4.0,4.0,8.0,3.82,56.21,50.01,1356.0,1181.0,14084.0,3.0,6.0,5.0,1.54,24.28,2.15,418.0,47.0,13021.0,0.0,0.0,0.0,0.15,2.83,26.9,52.0,391.0,,,,,,,,,,,,,,
Jack Hughes,C,NJD                  NJD,20.0,2022,2029,8,"$64,000,000","$8,000,000",8000000.0,2021,8481559,exact,False,8481559,2021,Jack Hughes,NJD,C,49.0,57522.0,56.23,0.57,0.46,0.58,0.47,26.0,21.0,9.0,18.2,8.0,14.0,165.0,11.0,6.0,49.0,60.0,16.0,16.0,0.0,15.0,122.0,231.0,60.06,45.26,1109.0,791.0,50.0,35.0,194.0,68.0,175.0,45822.0,16.0,10.0,6.0,12.87,38.57,32.53,784.0,704.0,8136.0,7.0,7.0,1.0,3.09,13.22,2.78,222.0,34.0,112.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,,,,,,,,,,,,,,
Thomas Chabot,D,OTT                  OTT,22.0,2020,2027,8,"$64,000,000","$8,000,000",8000000.0,2019,8478469,exact,False,8478469,2019,Thomas Chabot,OTT,D,71.0,110653.0,42.48,0.55,0.45,0.54,0.44,6.0,17.0,16.0,8.5,0.0,2.0,187.0,17.0,79.0,42.0,87.0,66.0,10.0,21.0,85.0,0.0,0.0,104.35,86.75,1969.0,1653.0,98.0,83.0,294.0,192.0,349.0,92105.0,6.0,12.0,7.0,5.53,66.18,63.68,1488.0,1463.0,12973.0,0.0,2.0,5.0,0.98,19.65,3.8,312.0,60.0,933.0,0.0,0.0,0.0,0.05,0.66,1.59,5.0,19.0,,,,,,,,,,,,,,
Logan Couture,C,SJS                  SJS,29.0,2019,2026,8,"$64,000,000","$8,000,000",8000000.0,2019,8474053,exact,False,8474053,2019,Logan Couture,S.J,C,52.0,57569.0,38.87,0.52,0.49,0.54,0.48,16.0,15.0,8.0,13.52,4.0,13.0,126.0,17.0,55.0,28.0,26.0,10.0,13.0,4.0,45.0,195.0,248.0,58.12,53.7,1010.0,860.0,63.0,57.0,197.0,119.0,215.0,40819.0,11.0,8.0,2.0,5.59,26.27,29.39,614.0,622.0,8005.0,0.0,4.0,4.0,2.91,18.64,3.51,280.0,39.0,4999.0,0.0,2.0,0.0,0.34,1.39,7.85,21.0,113.0,,,,,,,,,,,,,,
John Carlson,D,ANA                  ANA,27.0,2018,2025,8,"$64,000,000","$8,000,000",8000000.0,2019,8474590,exact,False,8474590,2019,John Carlson,WSH,D,69.0,101430.0,72.16,0.57,0.49,0.55,0.49,15.0,39.0,20.0,11.4,4.0,11.0,189.0,16.0,55.0,42.0,80.0,61.0,8.0,13.0,109.0,0.0,1.0,109.77,81.79,1839.0,1485.0,118.0,90.0,315.0,245.0,384.0,73799.0,11.0,16.0,9.0,4.93,50.77,52.25,1201.0,1138.0,15254.0,0.0,13.0,7.0,2.28,27.81,3.84,400.0,67.0,5204.0,0.0,0.0,0.0,0.14,0.76,6.94,22.0,133.0,,,,,,,,,,,,,,
Josh Norris,C,BUF                  BUF,22.0,2022,2029,8,"$63,600,000","$7,950,000",7950000.0,2021,8480064,exact,False,8480064,2021,Josh Norris,OTT,C,66.0,73573.0,55.27,0.56,0.45,0.55,0.45,35.0,7.0,13.0,26.17,17.0,30.0,172.0,13.0,79.0,24.0,32.0,17.0,18.0,8.0,44.0,529.0,507.0,83.75,66.89,1321.0,1099.0,89.0,70.0,354.0,156.0,295.0,54987.0,16.0,6.0,6.0,12.17,39.16,43.14,872.0,881.0,12138.0,14.0,1.0,5.0,9.66,31.24,3.6,339.0,58.0,2229.0,0.0,0.0,0.0,0.0,0.69,3.9,8.0,66.0,,,,,,,,,,,,,,
Seth Jarvis,RW,CAR                  CAR,22.0,2024,2031,8,"$63,200,000","$7,900,000",7900000.0,2023,8482093,exact,False,8482093,2023,Seth Jarvis,CAR,C,81.0,91125.0,84.72,0.6,0.54,0.6,0.59,33.0,20.0,14.0,33.43,16.0,48.0,178.0,21.0,115.0,43.0,42.0,11.0,16.0,7.0,52.0,157.0,195.0,105.87,70.09,1833.0,1227.0,126.0,85.0,379.0,326.0,290.0,64164.0,14.0,14.0,9.0,13.51,48.44,35.53,1223.0,865.0,13523.0,11.0,3.0,3.0,13.28,39.72,3.12,453.0,51.0,9703.0,2.0,0.0,1.0,0.89,2.42,18.82,48.0,252.0,,,,,,,,,,,,,,
Luke Hughes,D,NJD                  NJD,22.0,2025,2031,7,"$63,000,000","$9,000,000",9000000.0,2024,8482684,exact,False,8482684,2024,Luke Hughes,NJD,D,71.0,90133.0,46.37,0.55,0.52,0.55,0.5,7.0,21.0,16.0,7.92,1.0,6.0,121.0,13.0,19.0,33.0,86.0,48.0,5.0,9.0,60.0,0.0,1.0,85.22,69.79,1611.0,1300.0,101.0,75.0,241.0,207.0,269.0,78402.0,6.0,12.0,7.0,5.64,58.22,55.07,1294.0,1156.0,6685.0,0.0,7.0,8.0,1.04,18.54,1.77,201.0,34.0,1599.0,0.0,0.0,0.0,0.03,0.55,2.43,10.0,40.0,,,,,,,,,,,,,,
Jake Guentzel,C,TBL                  TBL,29.0,2024,2030,7,"$63,000,000","$9,000,000",9000000.0,2023,8477404,exact,False,8477404,2023,Jake Guentzel,CAR,C,67.0,80483.0,92.59,0.66,0.47,0.63,0.49,30.0,33.0,14.0,38.64,10.0,52.0,238.0,36.0,48.0,33.0,26.0,5.0,24.0,11.0,28.0,6.0,17.0,124.53,63.65,1938.0,1145.0,152.0,72.0,343.0,107.0,307.0,62851.0,19.0,16.0,7.0,20.96,62.4,44.46,1301.0,985.0,13069.0,4.0,9.0,7.0,7.53,35.74,3.37,434.0,66.0,188.0,0.0,0.0,0.0,0.05,0.06,0.4,2.0,5.0,,,,,,,,,,,,,,
Jesper Bratt,LW,NJD                  NJD,24.0,2023,2030,8,"$63,000,000","$7,875,000",7875000.0,2022,8479407,exact,False,8479407,2022,Jesper Bratt,NJD,L,82.0,85448.0,89.15,0.65,0.53,0.65,0.49,32.0,22.0,19.0,26.58,9.0,23.0,212.0,20.0,24.0,41.0,44.0,12.0,9.0,3.0,23.0,0.0,0.0,111.47,60.37,1916.0,1054.0,107.0,57.0,366.0,157.0,303.0,68219.0,20.0,14.0,9.0,17.33,64.72,47.4,1329.0,947.0,13163.0,7.0,5.0,7.0,6.0,30.35,3.93,416.0,54.0,160.0,0.0,0.0,0.0,0.0,0.11,0.0,2.0,0.0,,,,,,,,,,,,,,
Nick Suzuki,C,MTL                  MTL,22.0,2022,2029,8,"$63,000,000","$7,875,000",7875000.0,2021,8480018,exact,False,8480018,2021,Nick Suzuki,MTL,C,82.0,100910.0,50.28,0.45,0.43,0.51,0.44,21.0,19.0,21.0,18.81,9.0,21.0,186.0,17.0,89.0,50.0,71.0,44.0,26.0,15.0,62.0,699.0,711.0,82.03,98.29,1619.0,1569.0,79.0,108.0,341.0,279.0,306.0,74510.0,10.0,12.0,13.0,10.24,43.25,57.99,1050.0,1189.0,14201.0,7.0,6.0,5.0,4.3,22.69,5.06,371.0,67.0,7010.0,1.0,1.0,1.0,1.65,2.88,15.14,47.0,208.0,,,,,,,,,,,,,,
Dougie Hamilton,D,NJD                  NJD,28.0,2021,2027,7,"$63,000,000","$9,000,000",9000000.0,2020,8476462,exact,False,8476462,2020,Dougie Hamilton,CAR,D,55.0,74983.0,55.35,0.62,0.52,0.59,0.5,10.0,16.0,15.0,7.84,1.0,3.0,180.0,12.0,52.0,19.0,44.0,31.0,4.0,16.0,64.0,0.0,0.0,82.93,50.45,1474.0,1013.0,79.0,41.0,250.0,185.0,238.0,57371.0,6.0,6.0,5.0,4.55,44.75,33.76,1032.0,810.0,9635.0,2.0,8.0,7.0,1.58,21.43,4.24,324.0,41.0,4489.0,1.0,0.0,0.0,0.41,1.95,3.98,28.0,94.0,,,,,,,,,,,,,,
Victor Hedman,D,TBL                  TBL,25.0,2016,2024,8,"$63,000,000","$7,875,000",7875000.0,2019,8475167,exact,False,8475167,2019,Victor Hedman,T.B,D,66.0,94048.0,63.38,0.55,0.51,0.53,0.5,11.0,27.0,17.0,8.57,1.0,4.0,155.0,14.0,73.0,46.0,37.0,27.0,9.0,13.0,95.0,0.0,0.0,90.11,72.98,1555.0,1357.0,101.0,73.0,254.0,208.0,259.0,68939.0,7.0,13.0,6.0,5.55,55.0,42.01,1092.0,954.0,11694.0,4.0,9.0,8.0,1.98,21.22,4.92,340.0,69.0,8320.0,0.0,0.0,0.0,0.27,2.44,14.53,31.0,220.0,,,,,,,,,,,,,,
Cole Caufield,RW,MTL                  MTL,22.0,2023,2030,8,"$62,800,000","$7,850,000",7850000.0,2022,8481540,exact,False,8481540,2022,Cole Caufield,MTL,R,46.0,49817.0,37.65,0.44,0.39,0.54,0.42,26.0,2.0,8.0,15.47,6.0,14.0,158.0,9.0,18.0,19.0,23.0,13.0,10.0,1.0,12.0,0.0,0.0,40.55,51.19,836.0,705.0,40.0,64.0,225.0,77.0,184.0,38585.0,17.0,2.0,5.0,9.58,25.55,33.38,577.0,612.0,8651.0,5.0,0.0,2.0,4.21,9.82,3.38,180.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Andrei Svechnikov,RW,CAR                  CAR,20.0,2021,2028,8,"$62,000,000","$7,750,000",7750000.0,2020,8480830,exact,False,8480830,2020,Andrei Svechnikov,CAR,R,55.0,57879.0,47.7,0.62,0.53,0.62,0.5,15.0,13.0,14.0,18.75,7.0,24.0,147.0,12.0,114.0,23.0,45.0,9.0,18.0,22.0,18.0,2.0,4.0,68.15,41.91,1186.0,730.0,70.0,44.0,253.0,111.0,204.0,45893.0,7.0,8.0,6.0,12.35,36.78,29.45,780.0,646.0,9282.0,4.0,5.0,8.0,2.75,20.75,3.64,319.0,34.0,45.0,0.0,0.0,0.0,0.03,0.03,0.0,1.0,0.0,,,,,,,,,,,,,,
